Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
WRCSP,3,1320,4069,100,0,0,0,0
WRCSP,3,1330,4070,100,2.5,0,0,0
WRCSP,3,1340,4071,100,30,0,0,0
WRCSP,3,1350,4072,100,20,0,30,0
WRCSP,3,1360,4073,100,20,0,50,0
WRCSP,3,1370,4074,100,5,0,20,0
WRCSP,3,1380,4075,100,20,0,0,0
WRCSP,3,1390,4076,100,20,0,0,0
WRCSP,3,1400,4077,100,10,0,2.5,0
WRCSP,3,1410,4078,100,20,0,2.5,5
